action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,131153,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL3350733,,CHEMBL3350733,,0,http://www.openphacts.org/units/Nanomolar,103094,<,1,1,>,,IC50,nM,,3630.78,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,5.44
,,132021,[],CHEMBL733705,Inhibitory concentration against monocyte chemotaxis,F,,,BAO_0000190,BAO_0000218,organism-based format,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,,,CHEMBL1136645,Bioorg Med Chem Lett,2003,,CHEMBL204021,DARAPLADIB,CHEMBL204021,,0,http://www.openphacts.org/units/Nanomolar,7926,,1,1,,,IC50,nM,,4000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,4.0
,,132263,[],CHEMBL767674,Compound was tested for in vitro inhibition against human PMNL.,F,,,BAO_0000190,BAO_0000218,organism-based format,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL59356,ATRELEUTON,CHEMBL59356,7.64,0,http://www.openphacts.org/units/Nanomolar,162549,=,1,1,=,,IC50,nM,,23.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,23.0
,,132269,[],CHEMBL698052,Compound was tested in vitro inhibitory activity against LBT4 induced chemotaxis of human neutrophil,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL51770,,CHEMBL51770,8.3,0,http://www.openphacts.org/units/Nanomolar,162526,=,1,1,=,,IC50,nM,,5.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,5.0
,,132382,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCN=C(N)N)C(=O)O)C(C)C,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL3350746,,CHEMBL3350746,6.61,0,http://www.openphacts.org/units/Nanomolar,103074,=,1,1,=,,IC50,nM,,245.47,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,6.61
,,132386,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,NC(N)=NCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CCCCNC1=O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL293241,,CHEMBL293241,6.69,0,http://www.openphacts.org/units/Nanomolar,103088,=,1,1,=,,IC50,nM,,204.17,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,6.69
,,132641,[],CHEMBL699646,The compound was tested for inhibition of Cholesterol synthesis from [14C]- Acetate in human skin fibroblasts,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)c1nc(C(C)(C)C)cc(-c2ccc(F)cc2)c1C#CP(=O)([O-])C[C@H](O)CC(=O)[O-].[Na+].[Na+],,,CHEMBL1125205,J Med Chem,1991,,CHEMBL95177,,CHEMBL1205424,5.62,0,http://www.openphacts.org/units/Nanomolar,176035,=,1,1,=,,IC50,nM,,2400.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I 50,nM,UO_0000065,,2400.0
,,132671,[],CHEMBL699647,The compound was tested for inhibition of Cholesterol synthesis from [14C]- Acetate in human skin fibroblasts,F,,,BAO_0000190,BAO_0000218,organism-based format,CC[C@H](C)C(=O)O[C@@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@H](O)CC(=O)[O-])C21.[Na+],,,CHEMBL1125205,J Med Chem,1991,,CHEMBL418776,,CHEMBL1207599,7.73,0,http://www.openphacts.org/units/Nanomolar,176080,=,1,1,=,,IC50,nM,,18.8,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,nM,UO_0000065,,18.8
,,133531,[],CHEMBL702417,Compound was tested in vitro for inhibitory activity against human neutrophil aggregation.,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(/C=C/CCCCOc2ccc(C(=O)c3cccc(C(=O)O)c3)cc2CCC(=O)O)cc1,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL49302,,CHEMBL49302,7.0,0,http://www.openphacts.org/units/Nanomolar,162532,=,1,1,=,,IC50,nM,,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,100.0
,,133577,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,NC(N)=NCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CNC1=O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL291792,,CHEMBL291792,,0,http://www.openphacts.org/units/Nanomolar,103081,<,1,1,>,,IC50,nM,,2344.23,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,5.63
,,134414,[],CHEMBL733698,Inhibition of LPS-stimulated TNF-alpha production in monocyte cells,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C1NCc2c(-c3ccccc3Cl)cc(OC3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL94825,,CHEMBL94825,8.8,0,http://www.openphacts.org/units/Nanomolar,174908,=,1,1,=,,IC50,nM,,1.6,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,1.6
,,134421,[],CHEMBL701928,Inhibition of LPS-stimulated TNF-alpha production in human whole blood,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(C3CCN(CC4CCC4)CC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL264627,,CHEMBL264627,7.57,0,http://www.openphacts.org/units/Nanomolar,174912,=,1,1,=,,IC50,nM,,27.1,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,27.1
,,134446,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,CCN(Cc1ccccc1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL164564,,CHEMBL164564,6.4,0,http://www.openphacts.org/units/Nanomolar,321509,=,1,1,=,,IC50,nM,,400.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.4
,,134448,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)N(Cc1ccccc1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL166297,,CHEMBL166297,6.0,0,http://www.openphacts.org/units/Nanomolar,321504,=,1,1,=,,IC50,nM,,1000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,1.0
,,135005,[],CHEMBL699646,The compound was tested for inhibition of Cholesterol synthesis from [14C]- Acetate in human skin fibroblasts,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/P(=O)([O-])C[C@H](O)CC(=O)[O-].[Li+].[Li+],,,CHEMBL1125205,J Med Chem,1991,,CHEMBL94737,,CHEMBL1204481,5.7,0,http://www.openphacts.org/units/Nanomolar,176032,=,1,1,=,,IC50,nM,,2000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I 50,nM,UO_0000065,,2000.0
,,135687,[],CHEMBL733698,Inhibition of LPS-stimulated TNF-alpha production in monocyte cells,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C1NCc2c(-c3ccc(F)cc3F)cc(NC3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL96432,,CHEMBL96432,8.35,0,http://www.openphacts.org/units/Nanomolar,174905,=,1,1,=,,IC50,nM,,4.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,4.5
,,136016,[],CHEMBL699805,Compound was tested in vitro inhibitory activity against human neutrophil CD11b/CD18. ,F,,,BAO_0000190,BAO_0000218,organism-based format,CCc1cc(-c2ccc(F)cc2)c(O)cc1OCCCOc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1CCC(=O)O,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL292782,,CHEMBL292782,8.92,0,http://www.openphacts.org/units/Nanomolar,162544,=,1,1,=,,IC50,nM,,1.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,1.2
,,136111,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,NC(N)=NCC[C@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CCCNC1=O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL435580,,CHEMBL435580,,0,http://www.openphacts.org/units/Nanomolar,103087,<,1,1,>,,IC50,nM,,1621.81,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,5.79
,,136840,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)N(Cc1ccccc1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL350627,,CHEMBL350627,4.77,0,http://www.openphacts.org/units/Nanomolar,321505,=,1,1,=,,IC50,nM,,17000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,17.0
,,136842,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,CN(Cc1ccc2ccccc2c1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL444865,,CHEMBL444865,6.52,0,http://www.openphacts.org/units/Nanomolar,321503,=,1,1,=,,IC50,nM,,300.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.3
,,138083,[],CHEMBL701928,Inhibition of LPS-stimulated TNF-alpha production in human whole blood,F,,,BAO_0000190,BAO_0000218,organism-based format,CCN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL96345,,CHEMBL96345,8.4,0,http://www.openphacts.org/units/Nanomolar,174918,=,1,1,=,,IC50,nM,,4.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,4.0
,,138205,[],CHEMBL702523,Anti-platelet activity was measured by studying their antagonist effects on human platelets aggregated with collagen,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,,,CHEMBL1136030,Bioorg Med Chem Lett,2002,,CHEMBL361812,RAMATROBAN,CHEMBL361812,7.3,0,http://www.openphacts.org/units/Nanomolar,150727,=,1,1,=,,IC50,nM,,50.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.05
,,138893,[],CHEMBL699553,In vitro inhibition for TNF-alpha production from LPS-stimulated human whole blood,F,,,BAO_0000190,BAO_0000218,organism-based format,CNC(=O)[C@@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CC(C)C)[C@H](C)C(=O)NO,,,CHEMBL1131224,J Med Chem,1998,,CHEMBL417537,,CHEMBL417537,5.75,0,http://www.openphacts.org/units/Nanomolar,81456,=,1,1,=,,IC50,nM,,1800.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,1800.0
,,139342,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(Cc1ccccc1)Nc1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL423252,,CHEMBL423252,5.42,0,http://www.openphacts.org/units/Nanomolar,321492,=,1,1,=,,IC50,nM,,3800.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,3.8
,,140383,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,C[C@H](c1ccccc1)N(C)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL165889,,CHEMBL165889,6.16,0,http://www.openphacts.org/units/Nanomolar,321502,=,1,1,=,,IC50,nM,,700.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.7
,,140457,[],CHEMBL702523,Anti-platelet activity was measured by studying their antagonist effects on human platelets aggregated with collagen,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCCC(=O)c1cccc(/C=C\CCCC(=O)O)c1,,,CHEMBL1136030,Bioorg Med Chem Lett,2002,,CHEMBL85145,,CHEMBL85145,5.16,0,http://www.openphacts.org/units/Nanomolar,150724,=,1,1,=,,IC50,nM,,7000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,7.0
,,140728,[],CHEMBL698049,Compound was tested in vitro inhibitory activity against LBT4 induced Ca mobilization.,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cc(C(=O)N(C(C)C)C(C)C)ccc1OCCCCCOc1ccc(C(=N)N)cc1,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL89326,MOXILUBANT,CHEMBL89326,8.7,0,http://www.openphacts.org/units/Nanomolar,162525,=,1,1,=,,IC50,nM,,2.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,2.0
,,141560,[],CHEMBL733698,Inhibition of LPS-stimulated TNF-alpha production in monocyte cells,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C1NCc2c(-c3ccccc3Cl)cc(N3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL96487,,CHEMBL96487,8.54,0,http://www.openphacts.org/units/Nanomolar,174930,=,1,1,=,,IC50,nM,,2.9,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,2.9
,,141567,[],CHEMBL701928,Inhibition of LPS-stimulated TNF-alpha production in human whole blood,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C1CC1)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL318934,,CHEMBL318934,8.15,0,http://www.openphacts.org/units/Nanomolar,174914,=,1,1,=,,IC50,nM,,7.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,7.0
,,141575,[],CHEMBL701928,Inhibition of LPS-stimulated TNF-alpha production in human whole blood,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL316604,,CHEMBL316604,8.0,0,http://www.openphacts.org/units/Nanomolar,174911,=,1,1,=,,IC50,nM,,10.1,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,10.1
,,141837,[],CHEMBL698053,Compound was tested in vitro inhibitory activity against LTB4 induced Ca mobilization,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL329123,ETALOCIB,CHEMBL329123,7.7,0,http://www.openphacts.org/units/Nanomolar,162542,=,1,1,=,,IC50,nM,,20.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,20.0
,,141912,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL3350739,,CHEMBL3350739,6.97,0,http://www.openphacts.org/units/Nanomolar,103069,=,1,1,=,,IC50,nM,,107.15,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,6.97
,,141916,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL3350740,,CHEMBL3350740,,0,http://www.openphacts.org/units/Nanomolar,103096,<,1,1,>,,IC50,nM,,870.96,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,6.06
,,141920,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,NC(N)=NCC[C@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CCNC1=O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL433838,,CHEMBL433838,6.7,0,http://www.openphacts.org/units/Nanomolar,103084,=,1,1,=,,IC50,nM,,199.53,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,6.7
,,141924,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CNC(=O)[C@@H](CCN=C(N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL58781,,CHEMBL58781,,0,http://www.openphacts.org/units/Nanomolar,103086,<,1,1,>,,IC50,nM,,19498.45,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,4.71
,,142833,[],CHEMBL733698,Inhibition of LPS-stimulated TNF-alpha production in monocyte cells,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(c1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL94444,,CHEMBL94444,7.94,0,http://www.openphacts.org/units/Nanomolar,174902,=,1,1,=,,IC50,nM,,11.4,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,11.4
,,142853,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL165298,,CHEMBL165298,5.8,0,http://www.openphacts.org/units/Nanomolar,321497,=,1,1,=,,IC50,nM,,1600.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,1.6
,,142855,[],CHEMBL701920,Inhibition of LPS-induced TNF-alpha production in human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,CCNC(=O)Nc1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,,,CHEMBL1136601,Bioorg Med Chem Lett,2003,,CHEMBL166245,,CHEMBL166245,5.77,0,http://www.openphacts.org/units/Nanomolar,321494,=,1,1,=,,IC50,nM,,1700.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,1.7
,,143110,[],CHEMBL767836,Compound were tested for in vitro inhibition against human PMNL.,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)Sc1c(CC(C)(C)C(=O)[O-])n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12.[Na+],,,CHEMBL1129361,J Med Chem,1996,,CHEMBL313489,QUIFLAPON SODIUM,CHEMBL16596,8.52,0,http://www.openphacts.org/units/Nanomolar,162510,=,1,1,=,,IC50,nM,,3.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,3.0
,,143279,[],CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,,,CHEMBL1132227,J Med Chem,1999,,CHEMBL3350744,,CHEMBL3350744,,0,http://www.openphacts.org/units/Nanomolar,103070,<,1,1,>,,IC50,nM,,6760.83,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,-Log IC50,,UO_0000065,,5.17
,,143960,[],CHEMBL697914,Compound was tested for inhibition of ADP-induced human platelet aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCC[C@H](O)C#C[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCCC(=O)O,,,CHEMBL1130839,Bioorg Med Chem Lett,1998,,CHEMBL416229,,CHEMBL416229,8.47,0,http://www.openphacts.org/units/Nanomolar,58402,=,1,1,=,,IC50,nM,,3.4,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,3.4
,,144342,[],CHEMBL698042,Compound was tested in vitro for inhibitory activity in LTB4 induced Ca mobilization.,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)/C=C/c1nc(CSc2c(Cl)cccc2Cl)ccc1OCCc1ccccc1,,,CHEMBL1129361,J Med Chem,1996,,CHEMBL90214,TICOLUBANT,CHEMBL90214,8.18,0,http://www.openphacts.org/units/Nanomolar,162540,=,1,1,=,,IC50,nM,,6.6,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,6.6
,,145356,[],CHEMBL872816,Inhibition of growth of human mammary carcinoma (MCF-7) cell line.,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1N,,,CHEMBL1134655,J Med Chem,2001,,CHEMBL118433,,CHEMBL118433,8.0,0,http://www.openphacts.org/units/Nanomolar,227922,=,1,1,=,,IC50,nM,,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,10.0
,,146065,[],CHEMBL694769,Tested in vitro for the inhibition of ADP-induced aggregation of human blood platelets,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(CCC(=O)N[C@@H](CCCNC(=O)Cc2ccc(C(=N)N)cc2)CC(=O)O)cc1,,,CHEMBL1129882,Bioorg Med Chem Lett,1997,,CHEMBL349232,,CHEMBL349232,7.51,0,http://www.openphacts.org/units/Nanomolar,319863,=,1,1,=,,IC50,nM,,31.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,31.0
