activity_id,assay_chembl_id,assay_description,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value
403957,CHEMBL875404,Inhibitory activity against human COX-2 expressed in baculovirus infected Sf9 cells,CC(C)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,,,CHEMBL1128822,Bioorg Med Chem Lett,1995.0,CHEMBL417204,,CHEMBL417204,8.0,116924,=,1,1,=,,IC50,nM,10.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.01
410330,CHEMBL875404,Inhibitory activity against human COX-2 expressed in baculovirus infected Sf9 cells,COC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,,,CHEMBL1128822,Bioorg Med Chem Lett,1995.0,CHEMBL303870,,CHEMBL303870,7.16,116906,=,1,1,=,,IC50,nM,70.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.07
414160,CHEMBL769653,Tested for inhibition against Prostaglandin G/H synthase 2,Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,,,CHEMBL1127401,J Med Chem,1994.0,CHEMBL127674,,CHEMBL127674,8.52,242018,=,1,1,=,,IC50,nM,3.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.003
416643,CHEMBL769653,Tested for inhibition against Prostaglandin G/H synthase 2,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CCC2)cc1,,,CHEMBL1127401,J Med Chem,1994.0,CHEMBL340573,,CHEMBL340573,8.52,242019,=,1,1,=,,IC50,nM,3.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.003
437411,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,COc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(Cl)c1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL126369,,CHEMBL126369,6.75,242214,=,1,1,=,,IC50,nM,180.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.18
440377,CHEMBL762906,Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%,CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,,,CHEMBL1130039,J Med Chem,1997.0,CHEMBL42277,,CHEMBL42277,7.4,70944,=,1,1,=,,IC50,nM,40.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04
442831,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL125460,,CHEMBL125460,6.82,242223,=,1,1,=,,IC50,nM,150.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15
442841,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(F)c1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL341320,,CHEMBL341320,7.22,242209,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
448172,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1cc(=O)c(Oc2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL442767,,CHEMBL442767,6.7,242224,=,1,1,=,,IC50,nM,200.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.2
456105,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1cc(=O)c(Oc2ccc(Cl)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL126991,,CHEMBL126991,6.72,242215,=,1,1,=,,IC50,nM,190.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.19
457274,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL127211,,CHEMBL127211,7.1,242227,=,1,1,=,,IC50,nM,80.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.08
462431,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL126303,,CHEMBL126303,6.77,242212,=,1,1,=,,IC50,nM,170.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.17
464961,CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,Cc1cc(=O)c(Oc2ccc(F)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,,,CHEMBL1149180,J Med Chem,2004.0,CHEMBL129640,,CHEMBL129640,6.75,242217,=,1,1,=,,IC50,nM,180.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.18
465333,CHEMBL762906,Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%,CS(=O)(=O)c1ccc(-n2cc(COc3ccc(Cl)cc3)nc2-c2ccc(Cl)cc2)cc1,,,CHEMBL1130039,J Med Chem,1997.0,CHEMBL441236,,CHEMBL441236,7.52,70966,=,1,1,=,,IC50,nM,30.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.03
465336,CHEMBL762906,Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%,CS(=O)(=O)c1ccc(-n2cc(CSc3ccc(Cl)cc3)nc2-c2ccc(Cl)cc2)cc1,,,CHEMBL1130039,J Med Chem,1997.0,CHEMBL298084,,CHEMBL298084,7.3,70963,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
476096,CHEMBL763092,Inhibition of Prostaglandin G/H synthase 2 in human whole blood (HWB) assay,C[C@H](CO)Sc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,,,CHEMBL1131754,Bioorg Med Chem Lett,1999.0,CHEMBL296370,,CHEMBL296370,6.85,78808,=,1,1,=,,IC50,nM,140.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.14
478535,CHEMBL769643,Inhibitory activity against human recombinant Prostaglandin G/H synthase 2 expressed in microsomes taken from baculovirus infected Sf9 cells,CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,,,CHEMBL1128908,Bioorg Med Chem Lett,1996.0,CHEMBL328837,,CHEMBL328837,7.52,340940,=,1,1,=,,IC50,nM,30.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.03
512614,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL99199,,CHEMBL99199,7.3,180284,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
515265,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COC(=O)[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL2112399,,CHEMBL2112399,6.72,180267,=,1,1,=,,IC50,nM,190.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.19
515268,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)N[C@@H](C)c1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL319578,,CHEMBL319578,6.7,180234,=,1,1,=,,IC50,nM,200.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.2
515271,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL329480,,CHEMBL329480,7.28,180246,=,1,1,=,,IC50,nM,52.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.052
516491,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL97411,,CHEMBL97411,7.05,180215,=,1,1,=,,IC50,nM,90.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.09
516496,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95469,,CHEMBL95469,6.92,180258,=,1,1,=,,IC50,nM,120.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.12
517720,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL330194,,CHEMBL330194,7.4,180220,=,1,1,=,,IC50,nM,40.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04
519007,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL100092,,CHEMBL100092,7.22,180280,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
519013,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NCc1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL317332,,CHEMBL317332,7.22,180236,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
521636,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)OC1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL318410,,CHEMBL318410,6.92,180212,=,1,1,=,,IC50,nM,120.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.12
521639,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCC/C=C/COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95989,,CHEMBL95989,7.3,180218,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
521642,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCCCCCNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL100331,,CHEMBL100331,7.4,180224,=,1,1,=,,IC50,nM,40.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04
521645,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1ccc(SC)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL96011,,CHEMBL96011,6.92,180263,=,1,1,=,,IC50,nM,120.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.12
522969,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1cncc(Cl)c1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL98514,,CHEMBL98514,7.33,180245,=,1,1,=,,IC50,nM,47.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.047
524285,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL265078,,CHEMBL265078,7.26,180231,=,1,1,=,,IC50,nM,55.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.055
526850,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCC#CCC(C)OC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL318053,,CHEMBL318053,6.92,180216,=,1,1,=,,IC50,nM,120.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.12
526853,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)OCCNC(=O)OC(C)(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL433160,,CHEMBL433160,7.35,180213,=,1,1,=,,IC50,nM,45.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.045
531036,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1cccnc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL319148,,CHEMBL319148,7.3,180244,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
532330,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc(OC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL316866,,CHEMBL316866,7.4,180272,=,1,1,=,,IC50,nM,40.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04
532333,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C(N)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL327751,,CHEMBL327751,6.85,180256,=,1,1,=,,IC50,nM,140.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.14
532336,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NOCc1ccc([N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL319359,,CHEMBL319359,7.22,180255,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
533605,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COC(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95558,,CHEMBL95558,7.24,180257,=,1,1,=,,IC50,nM,58.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.058
534986,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NCCOC(=O)/C=C/c1ccc(N(C)C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95380,,CHEMBL95380,6.72,180270,=,1,1,=,,IC50,nM,190.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.19
536333,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NCCCCl)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL319764,,CHEMBL319764,7.3,180222,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
536339,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NCc1ccccc1C)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95572,,CHEMBL95572,6.82,180237,=,1,1,=,,IC50,nM,150.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15
538915,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL97562,,CHEMBL97562,7.3,180230,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
538918,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NOCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL421385,,CHEMBL421385,7.3,180240,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
542967,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL97846,,CHEMBL97846,7.25,180261,=,1,1,=,,IC50,nM,56.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.056
544095,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL328864,,CHEMBL328864,7.0,180281,=,1,1,=,,IC50,nM,100.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.1
545449,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)N[C@H](C)c1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL318206,,CHEMBL318206,7.22,180235,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
545452,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Nc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL421570,,CHEMBL421570,7.22,180232,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
546851,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL96954,,CHEMBL96954,7.3,180228,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
546854,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCCCCCCNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95402,,CHEMBL95402,7.4,180223,=,1,1,=,,IC50,nM,40.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04
548111,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1SC)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95625,,CHEMBL95625,7.22,180273,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
548117,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95311,,CHEMBL95311,7.22,180266,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
548123,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)NCc1ccc(C(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL330162,,CHEMBL330162,7.1,180233,=,1,1,=,,IC50,nM,80.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.08
549214,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL97179,,CHEMBL97179,7.3,180283,=,1,1,=,,IC50,nM,50.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05
549217,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL95643,,CHEMBL95643,7.4,180275,=,1,1,=,,IC50,nM,40.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04
550243,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCCOCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL100091,,CHEMBL100091,7.22,180219,=,1,1,=,,IC50,nM,60.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.06
551495,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,COc1ccc2c(c1)c(CC(=O)Oc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL318881,,CHEMBL318881,7.12,180229,=,1,1,=,,IC50,nM,75.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.075
552792,CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,CCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,,,CHEMBL1133457,J Med Chem,2000.0,CHEMBL99933,,CHEMBL99933,7.0,180285,=,1,1,=,,IC50,nM,100.0,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.1
