index,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
703,,,187116,[],CHEMBL812086,Inhibitory concentration on human T-lymphocyte Molt(clone 8) cells,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1ncnc2c1ncn2C1CC(O)C(O)C1O,,,CHEMBL1127333,J Med Chem,1994,,CHEMBL8275,,CHEMBL8275,6.24,0,http://www.openphacts.org/units/Nanomolar,297867,=,1,1,=,,IC50,nM,,580.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.58
705,,,187935,[],CHEMBL760778,Tested for in vitro inhibition of collagen-induced aggregation of human platelets,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+],,,CHEMBL1121534,J Med Chem,1980,,CHEMBL266459,ZOMEPIRAC SODIUM,CHEMBL19490,5.79,0,http://www.openphacts.org/units/Nanomolar,141,=,1,1,=,,IC50,nM,,1630.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,1.63
706,,,187977,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCC/C=C\CC1C(/C=C/[C@H](O)C2CCCCC2)C2OC1C1OC21,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL367544,,CHEMBL367544,4.77,0,http://www.openphacts.org/units/Nanomolar,342401,=,1,1,=,,IC50,nM,,17000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,17.0
707,,,187978,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCC(C)(C)[C@H](O)/C=C/C1C(C/C=C\CCCC(=O)O)C2OC1C1OC21,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL353516,,CHEMBL353516,5.66,0,http://www.openphacts.org/units/Nanomolar,342403,=,1,1,=,,IC50,nM,,2200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,2.2
708,,,188197,[],CHEMBL701228,Percent inhibition required for elastase release in stimulated human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(/C=C/c1cc2ccccc2nc1Cl)c1ccc(F)cc1,,,CHEMBL1131525,Bioorg Med Chem Lett,1998,,CHEMBL16913,,CHEMBL16913,5.52,0,http://www.openphacts.org/units/Nanomolar,19848,=,1,1,=,,IC50,nM,,3000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,3.0
710,,,189258,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCC[C@H](O)/C=C/C1C(C/C=C\CCCC(=O)O)C2OC1C1OC21,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL172762,,CHEMBL172762,4.82,0,http://www.openphacts.org/units/Nanomolar,342400,=,1,1,=,,IC50,nM,,15300.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,15.3
711,,,189259,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCC/C=C\CC1C(/C=C/[C@@H](O)CCc2ccccc2)C2OC1C1OC21,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL352812,,CHEMBL352812,5.8,0,http://www.openphacts.org/units/Nanomolar,342404,=,1,1,=,,IC50,nM,,1600.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,1.6
712,,,190346,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCC/C=C\C[C@@H]1[C@H](CNNC(=O)Nc2ccccc2)[C@H]2CC[C@H]1O2,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL2448578,,CHEMBL2448578,7.7,0,http://www.openphacts.org/units/Nanomolar,342407,=,1,1,=,,IC50,nM,,20.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,0.02
713,,,191488,[],CHEMBL701989,Inhibitory activity against human monocyte,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)C[C@H](NC(=O)C(=O)Nc1cccc2ccccc12)C(=O)N[C@H](C=O)CC(=O)O,,,CHEMBL1146752,Bioorg Med Chem Lett,2004,,CHEMBL90307,,CHEMBL90307,5.51,0,http://www.openphacts.org/units/Nanomolar,165419,=,1,1,=,,IC50,nM,,3080.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,3.08
716,,,197543,[],CHEMBL701228,Percent inhibition required for elastase release in stimulated human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(/C=C/c1ccco1)c1ccc(Cl)c(Cl)c1,,,CHEMBL1131525,Bioorg Med Chem Lett,1998,,CHEMBL16603,,CHEMBL16603,5.27,0,http://www.openphacts.org/units/Nanomolar,19839,=,1,1,=,,IC50,nM,,5400.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,5.4
718,,,198658,[],CHEMBL873219,Inhibitory concentration required for LTB4 synthesis in stimulated human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cc2cc(/C=C/C(=O)c3ccc(C)cc3)c(Cl)nc2cc1OC,,,CHEMBL1131525,Bioorg Med Chem Lett,1998,,CHEMBL16904,,CHEMBL16904,5.01,0,http://www.openphacts.org/units/Nanomolar,19846,=,1,1,=,,IC50,nM,,9800.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,9.8
719,,,199763,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCC/C=C\CC1C(/C=C/[C@@H](O)C2CCCCC2)C2OC1C1OC21,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL172810,,CHEMBL172810,5.28,0,http://www.openphacts.org/units/Nanomolar,342402,=,1,1,=,,IC50,nM,,5200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,5.2
720,,,201280,[],CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)C[C@H]2C[C@H](c3ccc(C(=N)N)cc3)N(C)O2)C(=O)O)c1.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,,CHEMBL554411,,CHEMBL1195364,5.82,0,http://www.openphacts.org/units/Nanomolar,302042,=,1,1,=,,IC50,nM,,1500.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,1.5
721,,,201296,[],CHEMBL701228,Percent inhibition required for elastase release in stimulated human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1coc(C)c1C(=O)/C=C/c1cc2ccccc2nc1Cl,,,CHEMBL1131525,Bioorg Med Chem Lett,1998,,CHEMBL274474,,CHEMBL274474,5.08,0,http://www.openphacts.org/units/Nanomolar,19836,=,1,1,=,,IC50,nM,,8400.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,8.4
724,,,203426,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)cc1,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL8273,SULOTROBAN,CHEMBL8273,4.42,0,http://www.openphacts.org/units/Nanomolar,342406,=,1,1,=,,IC50,nM,,38500.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,38.5
725,,,203563,[],CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)C[C@@H]1C[C@H](c2ccc(C(=N)N)cc2)N(C)O1)C(=O)O.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,,CHEMBL538299,,CHEMBL1189233,7.24,0,http://www.openphacts.org/units/Nanomolar,302044,=,1,1,=,,IC50,nM,,58.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.058
727,,,205048,[],CHEMBL812087,Inhibitory concentration on human T-lymphocyte Molt4 (clone 8) cells,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1ncnc2c1ncn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,,,CHEMBL1127333,J Med Chem,1994,,CHEMBL2051948,,CHEMBL2051948,5.33,0,http://www.openphacts.org/units/Nanomolar,297866,=,1,1,=,,IC50,nM,,4650.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,4.65
729,,,206119,[],CHEMBL701228,Percent inhibition required for elastase release in stimulated human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cccc(/C=C/C(=O)c2ccc(Br)cc2)c1OC,,,CHEMBL1131525,Bioorg Med Chem Lett,1998,,CHEMBL17443,,CHEMBL17443,5.66,0,http://www.openphacts.org/units/Nanomolar,19842,=,1,1,=,,IC50,nM,,2200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,2.2
731,,,208225,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL6,INDOMETHACIN,CHEMBL6,5.22,0,http://www.openphacts.org/units/Nanomolar,342405,=,1,1,=,,IC50,nM,,6000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,6.0
732,,,209462,[],CHEMBL842632,Ability to inhibit bone resorption in human osteoclast obtained from giant cell tumors of bone,F,,,BAO_0000190,BAO_0000218,organism-based format,CO/C(=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NC1CC(C)(C)N(C)C(C)(C)C1,,,CHEMBL1130718,Bioorg Med Chem Lett,1998,,CHEMBL434032,,CHEMBL434032,7.87,0,http://www.openphacts.org/units/Nanomolar,229245,=,1,1,=,,IC50,nM,,13.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,13.5
734,,,210684,[],CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)C[C@@H]2C[C@H](c3ccc(C(=N)N)cc3)N(Cc3ccccc3)O2)C(=O)O)c1.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,,CHEMBL554766,,CHEMBL1195519,6.72,0,http://www.openphacts.org/units/Nanomolar,302046,=,1,1,=,,IC50,nM,,190.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.19
735,,,210685,[],CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCOC(=O)N[C@@H](CNC(=O)C[C@@H]1C[C@H](c2ccc(C(=N)N)cc2)N(C)O1)C(=O)O.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,,CHEMBL545572,,CHEMBL1194066,6.79,0,http://www.openphacts.org/units/Nanomolar,302041,=,1,1,=,,IC50,nM,,164.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.164
736,,,210803,[],CHEMBL842943,In vitro inhibition of U-46619 (3 uM) -induced human platelet aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126704,J Med Chem,1993,,CHEMBL26820,(E)-ISBOGREL,CHEMBL26820,,0,http://www.openphacts.org/units/Nanomolar,68354,=,1,1,=,,IC50,nM,,280000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,M,UO_0000065,,0.00028
738,,,213261,[],CHEMBL842943,In vitro inhibition of U-46619 (3 uM) -induced human platelet aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)c1ccc2c(c1)/C(=C\Cc1cccnc1)c1ccccc1CO2,,,CHEMBL1126704,J Med Chem,1993,,CHEMBL40937,,CHEMBL40937,5.02,0,http://www.openphacts.org/units/Nanomolar,68364,=,1,1,=,,IC50,nM,,9600.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,M,UO_0000065,,9.6e-06
739,,,215183,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CC1([C@H](O)/C=C/C2C(C/C=C\CCCC(=O)O)C3OC2C2OC32)CCCCC1,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL173468,,CHEMBL173468,6.28,0,http://www.openphacts.org/units/Nanomolar,342409,=,1,1,=,,IC50,nM,,530.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,0.53
740,,,215312,[],CHEMBL841601,Compound was evaluated for inhibition of ADP-induced human platelet aggregation.,F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(N)NCCC[C@H](NC(=O)CC(=O)N[C@@H](CC(=O)O)C(=O)O)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128928,Bioorg Med Chem Lett,1996,,CHEMBL93530,,CHEMBL93530,,0,http://www.openphacts.org/units/Nanomolar,168713,=,1,1,=,,IC50,nM,,2400000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,mM,UO_0000065,,2.4
741,,,216361,[],CHEMBL760778,Tested for in vitro inhibition of collagen-induced aggregation of human platelets,F,,,BAO_0000190,BAO_0000218,organism-based format,Cn1c(CC(=O)O)cc(CO)c1C(=O)c1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121534,J Med Chem,1980,,CHEMBL6201,,CHEMBL6201,,0,http://www.openphacts.org/units/Nanomolar,142,=,1,1,=,,IC50,nM,,529000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,529.0
742,,,217647,[],CHEMBL841400,Inhibition of platelet aggregation induced by arachidonic acid(AA) in human platelet-rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCC/C=C\CC1C(/C=C/[C@@H](O)CCc2ccc(O)cc2)C2OC1C1OC21,,,CHEMBL1124110,J Med Chem,1988,,CHEMBL368087,,CHEMBL368087,6.57,0,http://www.openphacts.org/units/Nanomolar,342408,=,1,1,=,,IC50,nM,,270.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,I50,uM,UO_0000065,,0.27
743,,,219024,[],CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)C[C@@H]2C[C@H](c3ccc(C(=N)N)cc3)N(C)O2)C(=O)O)c1.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,,CHEMBL553316,,CHEMBL1194798,7.55,0,http://www.openphacts.org/units/Nanomolar,302040,=,1,1,=,,IC50,nM,,28.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.028
744,,,219033,[],CHEMBL700643,Inhibitory concentration required for scavenging of superoxide anion generated by stimulated human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1OC,,,CHEMBL1131525,Bioorg Med Chem Lett,1998,,CHEMBL277300,,CHEMBL277300,7.0,0,http://www.openphacts.org/units/Nanomolar,19841,=,1,1,=,,IC50,nM,,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.1
745,,,221451,[],CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)C[C@@H]2C[C@H](c3ccc(C(=N)N)cc3)N(C(C)C)O2)C(=O)O)c1.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,,CHEMBL555326,,CHEMBL1195778,6.85,0,http://www.openphacts.org/units/Nanomolar,302043,=,1,1,=,,IC50,nM,,140.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.14
746,,,223034,[],CHEMBL699168,Inhibition of 10 uM ADP induced aggregation in human gel filtered platelets in the presence fibrinogen and aspirin.,F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(N)c1ccc(-c2ccc(N3CCN(CC(=O)O)CC3)cc2)cc1,,,CHEMBL1127402,J Med Chem,1994,,CHEMBL339292,,CHEMBL339292,7.64,0,http://www.openphacts.org/units/Nanomolar,242183,=,1,1,=,,IC50,nM,,23.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,23.0
747,,,223174,[],CHEMBL697067,Inhibitory potential of hdm2-binding peptides in a Human wild type p53/hdm2 (GST-hdm2 1-188) competition assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(N)=O)CC1,,,CHEMBL1133623,J Med Chem,2000,,CHEMBL2370438,,CHEMBL2370438,8.3,0,http://www.openphacts.org/units/Nanomolar,205004,=,1,1,=,,IC50,nM,,5.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,5.0
748,,,224215,[],CHEMBL695988,Antiproliferative activity was evaluated by the 72 hr MTT cell viability assay using human colon carcinoma cells (GC3).,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)NC(=O)C[C@@H](C)NC2=O)cc1Cl,,,CHEMBL1131700,Bioorg Med Chem Lett,1999,,CHEMBL162213,,CHEMBL162213,10.22,0,http://www.openphacts.org/units/Nanomolar,320865,=,1,1,=,,IC50,nM,,0.06,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.06
750,,,225437,[],CHEMBL694823,Compound was evaluated for inhibition of LTB4 induced chemotaxis of human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(/C=C/CCCCOc2ccc3c(=O)c4cc(C(=O)O)ccc4oc3c2CCC(=O)O)cc1,,,CHEMBL1127112,Bioorg Med Chem Lett,1993,,CHEMBL49210,,CHEMBL49210,6.05,0,http://www.openphacts.org/units/Nanomolar,103929,=,1,1,=,,IC50,nM,,900.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.9
751,,,225473,[],CHEMBL695988,Antiproliferative activity was evaluated by the 72 hr MTT cell viability assay using human colon carcinoma cells (GC3).,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc3ccccc3)NC2=O)cc1Cl,,,CHEMBL1131700,Bioorg Med Chem Lett,1999,,CHEMBL350938,,CHEMBL350938,6.0,0,http://www.openphacts.org/units/Nanomolar,320858,=,1,1,=,,IC50,nM,,1000.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,1000.0
752,,,225658,[],CHEMBL699168,Inhibition of 10 uM ADP induced aggregation in human gel filtered platelets in the presence fibrinogen and aspirin.,F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(N)c1ccc(-c2ccc([C@H]3CC[C@](O)(CC(=O)O)CC3)cc2)cc1,,,CHEMBL1127402,J Med Chem,1994,,CHEMBL126386,,CHEMBL126386,7.89,0,http://www.openphacts.org/units/Nanomolar,242187,=,1,1,=,,IC50,nM,,13.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,13.0
753,,,226730,[],CHEMBL873083,Inhibitory concentration against U 46619 induced aggregation of human washed platelets(WP),F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CCCCCc1cnccc1CNS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1150530,Bioorg Med Chem Lett,1992,,CHEMBL295049,,CHEMBL295049,6.66,0,http://www.openphacts.org/units/Nanomolar,68648,=,1,1,=,,IC50,nM,,220.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.22
755,,,228098,[],CHEMBL695988,Antiproliferative activity was evaluated by the 72 hr MTT cell viability assay using human colon carcinoma cells (GC3).,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)cc1Cl,,,CHEMBL1131700,Bioorg Med Chem Lett,1999,,CHEMBL441018,CRYPTOPHYCIN A,CHEMBL441018,9.62,0,http://www.openphacts.org/units/Nanomolar,320856,=,1,1,=,,IC50,nM,,0.24,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.24
756,,,228100,[],CHEMBL695988,Antiproliferative activity was evaluated by the 72 hr MTT cell viability assay using human colon carcinoma cells (GC3).,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl,,,CHEMBL1131700,Bioorg Med Chem Lett,1999,,CHEMBL316640,CRYPTOPHYCIN 52,CHEMBL316640,9.7,0,http://www.openphacts.org/units/Nanomolar,320870,=,1,1,=,,IC50,nM,,0.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.2
758,,,228507,[],CHEMBL697067,Inhibitory potential of hdm2-binding peptides in a Human wild type p53/hdm2 (GST-hdm2 1-188) competition assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(N)=O)CC1,,,CHEMBL1133623,J Med Chem,2000,,CHEMBL2028897,,CHEMBL2028897,6.86,0,http://www.openphacts.org/units/Nanomolar,205003,=,1,1,=,,IC50,nM,,138.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,138.0
761,,,229407,[],CHEMBL699168,Inhibition of 10 uM ADP induced aggregation in human gel filtered platelets in the presence fibrinogen and aspirin.,F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(N)SCCO[C@H]1CC[C@H]([C@H]2CC[C@](O)(CC(=O)O)CC2)CC1,,,CHEMBL1127402,J Med Chem,1994,,CHEMBL340142,,CHEMBL340142,6.44,0,http://www.openphacts.org/units/Nanomolar,242168,=,1,1,=,,IC50,nM,,360.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,360.0
762,,,229435,[],CHEMBL699168,Inhibition of 10 uM ADP induced aggregation in human gel filtered platelets in the presence fibrinogen and aspirin.,F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(N)NCCO[C@H]1CC[C@H]([C@H]2CC[C@](O)(CC(=O)O)CC2)CC1,,,CHEMBL1127402,J Med Chem,1994,,CHEMBL125681,,CHEMBL125681,5.58,0,http://www.openphacts.org/units/Nanomolar,242177,=,1,1,=,,IC50,nM,,2600.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,2600.0
763,,,229467,[],CHEMBL763982,Inhibitory activity against aggregation of human platelets,F,,,BAO_0000190,BAO_0000218,organism-based format,CC1(c2ccc(C(=N)N)cc2)NC(=O)N(CC(=O)NC(CC(=O)O)c2cccnc2)C1=O,,,CHEMBL1129321,J Med Chem,1996,,CHEMBL302502,,CHEMBL302502,7.0,0,http://www.openphacts.org/units/Nanomolar,116217,=,1,1,=,,IC50,nM,,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.1
764,,,229578,[],CHEMBL697067,Inhibitory potential of hdm2-binding peptides in a Human wild type p53/hdm2 (GST-hdm2 1-188) competition assay,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(N)=O)[C@@H](C)O,,,CHEMBL1133623,J Med Chem,2000,,CHEMBL439531,,CHEMBL439531,5.06,0,http://www.openphacts.org/units/Nanomolar,205000,=,1,1,=,,IC50,nM,,8673.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,8673.0
