index,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
1634,,,358256,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,c1ccc(-c2nnsc2-c2ccccc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL442964,,CHEMBL442964,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267955,=,1,1,=,,IC50,ug.mL-1,,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,3.2
1635,,,359102,[],CHEMBL700565,Compound was evaluated for GROalpha-mediated calcium mobilization in human polymorphonuclear neutrophils(PMNs),F,,,BAO_0000190,BAO_0000218,organism-based format,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1,,,CHEMBL1149089,J Med Chem,2004,,CHEMBL27863,,CHEMBL27863,7.28,0,http://www.openphacts.org/units/Nanomolar,36910,=,1,1,=,,IC50,nM,,53.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,53.0
1636,,,360975,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CCc5c(cc(OC(C)=O)c(OC(C)=O)c5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL292578,PRISTIMEROL DIACETATE,CHEMBL292578,7.1,0,http://www.openphacts.org/units/Nanomolar,230945,=,1,1,=,,IC50,nM,,80.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,80.0
1637,,,360976,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]2(C)CC[C@H]2OC(=O)C[C@]12C,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL331001,,CHEMBL331001,6.7,0,http://www.openphacts.org/units/Nanomolar,230955,=,1,1,=,,IC50,nM,,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,200.0
1644,,,362245,[],CHEMBL693382,Inhibition of TRAP-6 (SFLLRN-NH2)-induced human gel filtered platelet aggregation (GFP).,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(NC(=N)N)cc1)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,,,CHEMBL1130860,Bioorg Med Chem Lett,1998,,CHEMBL46869,,CHEMBL46869,7.68,0,http://www.openphacts.org/units/Nanomolar,71764,=,1,1,=,,IC50,nM,,21.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.021
1647,,,363155,[],CHEMBL763288,Inhibition of collagen-induced human platelet rich plasma aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)OCCCOc1no[n+]([O-])c1-c1ccccc1,,,CHEMBL1145772,J Med Chem,2003,,CHEMBL351637,,CHEMBL351637,10.68,0,http://www.openphacts.org/units/Nanomolar,322561,=,1,1,=,,IC50,nM,,0.02089,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,pIC50(uM),,UO_0000065,,4.68
1654,,,365262,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nnsc2-c2cccs2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL422626,,CHEMBL422626,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267947,=,1,1,=,,IC50,ug.mL-1,,1.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,1.0
1669,,,368225,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nnsc2-c2ccc(OC)cc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL141861,,CHEMBL141861,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267943,=,1,1,=,,IC50,ug.mL-1,,0.001,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,1.0
1685,,,369732,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1C(C)(C)C(=O)CCC12C,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL439971,,CHEMBL439971,6.7,0,http://www.openphacts.org/units/Nanomolar,230960,=,1,1,=,,IC50,nM,,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,200.0
1686,,,370898,[],CHEMBL700001,Compound is evaluated for inhibitory effect on the generation of Leukotriene B4 (LTB4) from human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,CN1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,,,CHEMBL1123637,J Med Chem,1987,,CHEMBL60987,,CHEMBL60987,6.82,0,http://www.openphacts.org/units/Nanomolar,104874,=,1,1,=,,IC50,nM,,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,M,UO_0000065,,1.5e-07
1692,,,371803,[],CHEMBL873457,Inhibition of ADP-induced human platelet rich plasma aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)OCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145772,J Med Chem,2003,,CHEMBL351742,,CHEMBL351742,,0,http://www.openphacts.org/units/Nanomolar,322560,=,1,1,=,,IC50,nM,,0.001122,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,pIC50(uM),,UO_0000065,,5.95
1698,,,371813,[],CHEMBL700565,Compound was evaluated for GROalpha-mediated calcium mobilization in human polymorphonuclear neutrophils(PMNs),F,,,BAO_0000190,BAO_0000218,organism-based format,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Cl,,,CHEMBL1149089,J Med Chem,2004,,CHEMBL27446,,CHEMBL27446,8.59,0,http://www.openphacts.org/units/Nanomolar,36909,=,1,1,=,,IC50,nM,,2.6,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,2.6
1700,,,372017,[],CHEMBL702327,Compound was evaluated for inhibiting production of LTB4 in calcium Ionophore (A23187) activated human whole blood.,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C#Cc1ccc(Oc2ccc(F)cc2)o1)N(O)C(N)=O,,,CHEMBL1131622,J Med Chem,1998,,CHEMBL59598,,CHEMBL59598,7.0,0,http://www.openphacts.org/units/Nanomolar,103430,=,1,1,=,,IC50,nM,,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.1
1705,,,373292,[],CHEMBL700565,Compound was evaluated for GROalpha-mediated calcium mobilization in human polymorphonuclear neutrophils(PMNs),F,,,BAO_0000190,BAO_0000218,organism-based format,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Br,,,CHEMBL1149089,J Med Chem,2004,,CHEMBL28009,,CHEMBL28009,9.1,0,http://www.openphacts.org/units/Nanomolar,36907,=,1,1,=,,IC50,nM,,0.79,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.79
1707,,,373860,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,c1ccc(-c2csnn2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL341811,,CHEMBL341811,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267954,=,1,1,=,,IC50,ug.mL-1,,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,3.2
1710,,,375210,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2snnc2-c2ccc(OC)cc2OC)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL135085,,CHEMBL135085,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267946,=,1,1,=,,IC50,ug.mL-1,,0.032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,32.0
1711,,,375251,[],CHEMBL700001,Compound is evaluated for inhibitory effect on the generation of Leukotriene B4 (LTB4) from human neutrophils,F,,,BAO_0000190,BAO_0000218,organism-based format,CCN1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,,,CHEMBL1123637,J Med Chem,1987,,CHEMBL432337,,CHEMBL432337,6.82,0,http://www.openphacts.org/units/Nanomolar,104867,=,1,1,=,,IC50,nM,,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,M,UO_0000065,,1.5e-07
1714,,,376061,[],CHEMBL873457,Inhibition of ADP-induced human platelet rich plasma aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)OCc1no[n+]([O-])c1C(N)=O,,,CHEMBL1145772,J Med Chem,2003,,CHEMBL165496,,CHEMBL165496,10.52,0,http://www.openphacts.org/units/Nanomolar,322550,=,1,1,=,,IC50,nM,,0.0302,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,pIC50(uM),,UO_0000065,,4.52
1718,,,376728,[],CHEMBL698305,"Compound was evaluated for anti-platelet activity by measuring its inhibitory effect on human platelet rich plasma (PRP) aggregated with U-46,619.",F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccccc2Cl)O[C@@H]1c1ccccc1O,,,CHEMBL1151592,Bioorg Med Chem Lett,1996,,CHEMBL30024,,CHEMBL30024,7.89,0,http://www.openphacts.org/units/Nanomolar,223235,=,1,1,=,,IC50,nM,,13.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.013
1719,,,376748,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cc2c(c(C)c1OC)C=CC1=C(C)C(=O)CCC12C,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL121164,,CHEMBL121164,10.0,0,http://www.openphacts.org/units/Nanomolar,230949,=,1,1,=,,IC50,nM,,0.1,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.1
1727,,,377996,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nnsc2-c2ccccc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL139214,,CHEMBL139214,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267960,=,1,1,=,,IC50,ug.mL-1,,0.01,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,10.0
1728,,,378107,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1cc2c(c(C)c1OC)CCC(=O)C2C,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL121430,,CHEMBL121430,9.72,0,http://www.openphacts.org/units/Nanomolar,230950,=,1,1,=,,IC50,nM,,0.19,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.19
1734,,,379392,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2snnc2-c2ccc(SC)cc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL344846,,CHEMBL344846,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267959,=,1,1,=,,IC50,ug.mL-1,,0.032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,32.0
1735,,,381673,[],CHEMBL873457,Inhibition of ADP-induced human platelet rich plasma aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1ccccc1C(=O)OCc1no[n+]([O-])c1C#N,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145772,J Med Chem,2003,,CHEMBL165969,,CHEMBL165969,,0,http://www.openphacts.org/units/Nanomolar,322558,=,1,1,=,,IC50,nM,,6.166e-05,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,pIC50(uM),,UO_0000065,,7.21
1742,,,382348,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,CCNc1ccc(-c2nnsc2-c2ccc(NCC)cc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL337345,,CHEMBL337345,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267952,=,1,1,=,,IC50,ug.mL-1,,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,3.2
1745,,,382440,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]3(C)CCC(=O)C(C)=C3CC[C@]12C,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL120991,,CHEMBL120991,7.1,0,http://www.openphacts.org/units/Nanomolar,230957,=,1,1,=,,IC50,nM,,80.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,80.0
1754,,,385052,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,Oc1ccc(-c2nnsc2-c2ccc(O)cc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL138416,,CHEMBL138416,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267951,=,1,1,=,,IC50,ug.mL-1,,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,3.2
1760,,,385898,[],CHEMBL763288,Inhibition of collagen-induced human platelet rich plasma aggregation,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)c1ccccc1OC(C)=O,,,CHEMBL1145772,J Med Chem,2003,,CHEMBL163148,,CHEMBL163148,10.68,0,http://www.openphacts.org/units/Nanomolar,322554,=,1,1,=,,IC50,nM,,0.02089,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,pIC50(uM),,UO_0000065,,4.68
1761,,,385913,[],CHEMBL700564,Compound was evaluated for GROalpha-mediated calcium mobilization in human polymorphonuclear neutrophils(PMNs),F,,,BAO_0000190,BAO_0000218,organism-based format,N#Cc1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,,,CHEMBL1149089,J Med Chem,2004,,CHEMBL26830,,CHEMBL26830,8.12,0,http://www.openphacts.org/units/Nanomolar,36908,=,1,1,=,,IC50,nM,,7.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,7.5
1762,,,386569,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,CN(C)c1ccc(-c2nnsc2-c2ccc(N(C)C)cc2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL135031,,CHEMBL135031,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267945,=,1,1,=,,IC50,ug.mL-1,,0.01,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,10.0
1763,,,386571,[],CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2csnn2)cc1,,,CHEMBL1122973,J Med Chem,1985,,CHEMBL139589,,CHEMBL139589,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,267956,=,1,1,=,,IC50,ug.mL-1,,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,3.2
1764,,,386791,[],CHEMBL841401,Inhibitory activity against LPS-stimulated IL-1 beta release from human monocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1C(C)(C)[C@H](OC(C)=O)CC[C@]12C,,,CHEMBL1130726,Bioorg Med Chem Lett,1998,,CHEMBL332596,,CHEMBL332596,7.0,0,http://www.openphacts.org/units/Nanomolar,230956,=,1,1,=,,IC50,nM,,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,100.0
1767,,,390774,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,FC(F)(F)c1nc(-c2ccccc2)c(-c2ccccc2)s1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL37302,,CHEMBL37302,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58386,=,1,1,=,,IC50,ug.mL-1,,0.32,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ug ml-1,UO_0000274,,0.32
1772,,,391883,[],CHEMBL760709,Ability to block Glycoprotein IIb-IIIa was measured by inhibiting ADP induced human platelet aggregation (5 uM),F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(N)c1ccc(NC(=O)c2ccc3c(c2)CCN(CC(=O)O)C3=O)cc1,,,CHEMBL1130079,J Med Chem,1997,,CHEMBL292795,,CHEMBL292795,7.05,0,http://www.openphacts.org/units/Nanomolar,114224,=,1,1,=,,IC50,nM,,90.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.09
1775,,,393300,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nc(CC(N)=O)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL288265,,CHEMBL288265,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58382,=,1,1,=,,IC50,ug.mL-1,,0.0032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,3.2
1779,,,393559,[],CHEMBL699801,Inhibitory concentration by calcium flux assay,F,,,BAO_0000190,BAO_0000218,organism-based format,Sc1nc(-c2ccccc2Cl)nn1Cc1cccc(Cl)c1,,,CHEMBL1136144,Bioorg Med Chem Lett,2003,,CHEMBL309253,,CHEMBL309253,,0,http://www.openphacts.org/units/Nanomolar,152028,<,1,1,<,,IC50,nM,,48.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.048
1791,,,397182,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nc(C)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL37381,,CHEMBL37381,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58393,=,1,1,=,,IC50,ug.mL-1,,0.00032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,0.32
1798,,,398348,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nc(CCO)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL35637,,CHEMBL35637,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58384,=,1,1,=,,IC50,ug.mL-1,,0.00032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,0.32
1805,,,398853,[],CHEMBL768073,Inhibition of 10 uM ADP induced platelet aggregation in human platelet rich citreated plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(C[C@H]2NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]3CCCN3C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(C)=O)C3(CCCCC3)SSC[C@@H](C(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC2=O)cc1,,,CHEMBL1127482,J Med Chem,1994,,CHEMBL2371523,,CHEMBL2371523,6.82,0,http://www.openphacts.org/units/Nanomolar,327415,=,1,1,=,,IC50,nM,,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.15
1810,,,399656,[],CHEMBL761736,Evaluated for human platelet aggregation.,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)[C@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)NS(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1129099,Bioorg Med Chem Lett,1996,,CHEMBL417127,,CHEMBL417127,7.52,0,http://www.openphacts.org/units/Nanomolar,46528,=,1,1,=,,IC50,nM,,30.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.03
1812,,,400969,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)C(C)(C)c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL435574,,CHEMBL435574,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58381,=,1,1,=,,IC50,ug.mL-1,,0.0032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,3.2
1813,,,401019,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2ncsc2-c2ccc(OC)cc2)cc1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL37631,,CHEMBL37631,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58390,=,1,1,=,,IC50,ug.mL-1,,0.032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,32.0
1816,,,401252,[],CHEMBL761736,Evaluated for human platelet aggregation.,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)[C@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)NS(=O)(=O)c1cccc2ccccc12,,,CHEMBL1129099,Bioorg Med Chem Lett,1996,,CHEMBL32626,,CHEMBL32626,8.0,0,http://www.openphacts.org/units/Nanomolar,46519,=,1,1,=,,IC50,nM,,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.01
1820,,,402407,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,FC(F)(F)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL35880,,CHEMBL35880,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58389,=,1,1,=,,IC50,ug.mL-1,,0.032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,32.0
1826,,,402785,[],CHEMBL768073,Inhibition of 10 uM ADP induced platelet aggregation in human platelet rich citreated plasma (PRP),F,,,BAO_0000190,BAO_0000218,organism-based format,CC[C@H](C)[C@H]1NC(=O)[C@H](NC(C)=O)CSSC[C@H](C(N)=O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL1127482,J Med Chem,1994,,CHEMBL429529,,CHEMBL429529,6.77,0,http://www.openphacts.org/units/Nanomolar,327433,=,1,1,=,,IC50,nM,,170.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.17
1836,,,406528,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nc(C(C)C)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL417147,,CHEMBL417147,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58391,=,1,1,=,,IC50,ug.mL-1,,0.0032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,3.2
1838,,,406635,[],CHEMBL761736,Evaluated for human platelet aggregation.,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)[C@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)NS(=O)(=O)Cc1ccccc1,,,CHEMBL1129099,Bioorg Med Chem Lett,1996,,CHEMBL32791,,CHEMBL32791,7.7,0,http://www.openphacts.org/units/Nanomolar,46530,=,1,1,=,,IC50,nM,,20.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.02
1843,,,407766,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nc(CC(=O)[O-])sc2-c2ccc(OC)cc2)cc1.[Li+],,,CHEMBL1121768,J Med Chem,1981,,CHEMBL35585,,CHEMBL1204442,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58383,=,1,1,=,,IC50,ug.mL-1,,0.032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,32.0
1844,,,407768,[],CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-c2nc(C(C)(C)CO)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL1121768,J Med Chem,1981,,CHEMBL289713,,CHEMBL289713,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,58385,=,1,1,=,,IC50,ug.mL-1,,0.0032,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,ng ml-1,UO_0000274,,3.2
